requirementId,conformanceClass,resourceClass,property,obligation,minCount,maxCount,range,controlledVocabulary,severity,messages,remediation,sourceStandard,sourceClause,localRationale,shapeId,shapeFile,constraintKey,positiveFixtureId,negativeFixtureId
MOLIT-PROFILE-OBS-002-P-CONFORMSTO-001,"[""observation""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/observation""]",Violation,"[{""language"":""en"",""text"":""CatalogRecord must declare the selected observation release IRI as its MOLIT profile marker.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/observation.,MOLIT DCAT-AP 1.0 observation profile module,MOLIT-PROFILE-OBS-002-P-CONFORMSTO-001,Executable local constraint in shacl/molit-observation-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationCatalogRecordProfileShape,shacl/molit-observation-profile.ttl,shacl/molit-observation-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationCatalogRecordProfileShape:0001,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-PROFILE-OBS-002-P-CONFORMSTO-001
MOLIT-OBS-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""An observation dataset must state its observation period.""},{""language"":""en"",""text"":""An ObservationDataset must also state rdf:type dcat:Dataset.""},{""language"":""en"",""text"":""Observation interval must be one ISO 8601 xsd:duration value.""},{""language"":""en"",""text"":""Select exactly one approved observation property for a homogeneous observation dataset.""},{""language"":""en"",""text"":""State exactly one approved aggregation method.""},{""language"":""en"",""text"":""State how missing observations are represented.""},{""language"":""en"",""text"":""State the kind of feature to which observations apply.""},{""language"":""en"",""text"":""State the time window used to compute one aggregate value; do not infer it from temporal resolution.""},{""language"":""en"",""text"":""Use the approved QUDT unit for the selected observation property.""}]","Correct these constrained path(s) on the target: http://purl.org/dc/terms/temporal, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/ns/dcat#temporalResolution, https://data.molit.go.kr/def/molit-dcat-ap#aggregationPeriod, https://data.molit.go.kr/def/molit-dcat-ap#missingValuePolicy, https://data.molit.go.kr/def/molit-dcat-ap#observationAggregation, https://data.molit.go.kr/def/molit-dcat-ap#observationSubjectType, https://data.molit.go.kr/def/molit-dcat-ap#observationUnit, https://data.molit.go.kr/def/molit-dcat-ap#observedProperty; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-AGGREGATIONPERIOD-001
MOLIT-OBS-UNIT-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""Observation property and QUDT unit are not semantically compatible.""}]","Correct these constrained path(s) on the target: https://data.molit.go.kr/def/molit-dcat-ap#observationUnit, https://data.molit.go.kr/def/molit-dcat-ap#observedProperty; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationUnitSemanticsShape.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-UNIT-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationUnitSemanticsShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationUnitSemanticsShape,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-OBSERVEDPROPERTY-001
MOLIT-OBS-001-P-TYPE-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",http://www.w3.org/1999/02/22-rdf-syntax-ns#type,MUST,,,[],"[""http://www.w3.org/ns/dcat#Dataset""]",Violation,"[{""language"":""en"",""text"":""An ObservationDataset must also state rdf:type dcat:Dataset.""}]",Ensure http://www.w3.org/1999/02/22-rdf-syntax-ns#type includes the required value(s): http://www.w3.org/ns/dcat#Dataset.,MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-TYPE-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0001,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-TYPE-001
MOLIT-OBS-001-P-TEMPORAL-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",http://purl.org/dc/terms/temporal,MUST,1,,"[""http://purl.org/dc/terms/PeriodOfTime""]",[],Violation,"[{""language"":""en"",""text"":""An observation dataset must state its observation period.""}]","Add http://purl.org/dc/terms/temporal until each target resource has at least 1 value(s). Encode every http://purl.org/dc/terms/temporal value with the required class, datatype, or node kind: http://purl.org/dc/terms/PeriodOfTime.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-TEMPORAL-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0002,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-TEMPORAL-001
MOLIT-OBS-001-P-TEMPORALRESOLUTION-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",http://www.w3.org/ns/dcat#temporalResolution,MUST,1,1,"[""http://www.w3.org/2001/XMLSchema#duration""]",[],Violation,"[{""language"":""en"",""text"":""Observation interval must be one ISO 8601 xsd:duration value.""}]","Set http://www.w3.org/ns/dcat#temporalResolution to between 1 and 1 value(s) on each target resource. Encode every http://www.w3.org/ns/dcat#temporalResolution value with the required class, datatype, or node kind: http://www.w3.org/2001/XMLSchema#duration.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-TEMPORALRESOLUTION-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0003,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-TEMPORALRESOLUTION-001
MOLIT-OBS-001-P-AGGREGATIONPERIOD-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#aggregationPeriod,MUST,1,1,"[""http://www.w3.org/2001/XMLSchema#duration""]",[],Violation,"[{""language"":""en"",""text"":""State the time window used to compute one aggregate value; do not infer it from temporal resolution.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#aggregationPeriod to between 1 and 1 value(s) on each target resource. Encode every https://data.molit.go.kr/def/molit-dcat-ap#aggregationPeriod value with the required class, datatype, or node kind: http://www.w3.org/2001/XMLSchema#duration.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-AGGREGATIONPERIOD-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0004,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-AGGREGATIONPERIOD-001
MOLIT-OBS-001-P-OBSERVEDPROPERTY-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#observedProperty,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""https://data.molit.go.kr/id/concept/observed-property/speed"",""https://data.molit.go.kr/id/concept/observed-property/traffic-volume"",""https://data.molit.go.kr/id/concept/observed-property/travel-time""]",Violation,"[{""language"":""en"",""text"":""Select exactly one approved observation property for a homogeneous observation dataset.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#observedProperty to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#observedProperty: https://data.molit.go.kr/id/concept/observed-property/speed, https://data.molit.go.kr/id/concept/observed-property/traffic-volume, https://data.molit.go.kr/id/concept/observed-property/travel-time. Encode every https://data.molit.go.kr/def/molit-dcat-ap#observedProperty value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-OBSERVEDPROPERTY-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0005,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-OBSERVEDPROPERTY-001
MOLIT-OBS-001-P-OBSERVATIONAGGREGATION-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#observationAggregation,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""https://data.molit.go.kr/id/concept/observation-aggregation/arithmetic-mean"",""https://data.molit.go.kr/id/concept/observation-aggregation/instantaneous"",""https://data.molit.go.kr/id/concept/observation-aggregation/maximum"",""https://data.molit.go.kr/id/concept/observation-aggregation/median"",""https://data.molit.go.kr/id/concept/observation-aggregation/minimum"",""https://data.molit.go.kr/id/concept/observation-aggregation/sum""]",Violation,"[{""language"":""en"",""text"":""State exactly one approved aggregation method.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#observationAggregation to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#observationAggregation: https://data.molit.go.kr/id/concept/observation-aggregation/arithmetic-mean, https://data.molit.go.kr/id/concept/observation-aggregation/instantaneous, https://data.molit.go.kr/id/concept/observation-aggregation/maximum, https://data.molit.go.kr/id/concept/observation-aggregation/median, https://data.molit.go.kr/id/concept/observation-aggregation/minimum, https://data.molit.go.kr/id/concept/observation-aggregation/sum. Encode every https://data.molit.go.kr/def/molit-dcat-ap#observationAggregation value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-OBSERVATIONAGGREGATION-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0006,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-OBSERVATIONAGGREGATION-001
MOLIT-OBS-001-P-MISSINGVALUEPOLICY-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#missingValuePolicy,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""https://data.molit.go.kr/id/concept/missing-value-policy/exclude-from-aggregation"",""https://data.molit.go.kr/id/concept/missing-value-policy/explicit-code"",""https://data.molit.go.kr/id/concept/missing-value-policy/imputed"",""https://data.molit.go.kr/id/concept/missing-value-policy/preserve-missing""]",Violation,"[{""language"":""en"",""text"":""State how missing observations are represented.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#missingValuePolicy to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#missingValuePolicy: https://data.molit.go.kr/id/concept/missing-value-policy/exclude-from-aggregation, https://data.molit.go.kr/id/concept/missing-value-policy/explicit-code, https://data.molit.go.kr/id/concept/missing-value-policy/imputed, https://data.molit.go.kr/id/concept/missing-value-policy/preserve-missing. Encode every https://data.molit.go.kr/def/molit-dcat-ap#missingValuePolicy value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-MISSINGVALUEPOLICY-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0007,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-MISSINGVALUEPOLICY-001
MOLIT-OBS-001-P-OBSERVATIONSUBJECTTYPE-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#observationSubjectType,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""https://data.molit.go.kr/id/concept/observation-subject-type/area"",""https://data.molit.go.kr/id/concept/observation-subject-type/facility"",""https://data.molit.go.kr/id/concept/observation-subject-type/network-element"",""https://data.molit.go.kr/id/concept/observation-subject-type/section"",""https://data.molit.go.kr/id/concept/observation-subject-type/site"",""https://data.molit.go.kr/id/concept/observation-subject-type/vehicle-population""]",Violation,"[{""language"":""en"",""text"":""State the kind of feature to which observations apply.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#observationSubjectType to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#observationSubjectType: https://data.molit.go.kr/id/concept/observation-subject-type/area, https://data.molit.go.kr/id/concept/observation-subject-type/facility, https://data.molit.go.kr/id/concept/observation-subject-type/network-element, https://data.molit.go.kr/id/concept/observation-subject-type/section, https://data.molit.go.kr/id/concept/observation-subject-type/site, https://data.molit.go.kr/id/concept/observation-subject-type/vehicle-population. Encode every https://data.molit.go.kr/def/molit-dcat-ap#observationSubjectType value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-OBSERVATIONSUBJECTTYPE-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0008,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-OBSERVATIONSUBJECTTYPE-001
MOLIT-OBS-001-P-OBSERVATIONUNIT-001,"[""observation""]","[""https://data.molit.go.kr/def/molit-dcat-ap#ObservationDataset""]",https://data.molit.go.kr/def/molit-dcat-ap#observationUnit,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""http://qudt.org/vocab/unit/KiloM-PER-HR"",""http://qudt.org/vocab/unit/M-PER-SEC"",""http://qudt.org/vocab/unit/MIN"",""http://qudt.org/vocab/unit/NUM"",""http://qudt.org/vocab/unit/SEC"",""https://data.molit.go.kr/id/unit/vehicle-per-day"",""https://data.molit.go.kr/id/unit/vehicle-per-hour""]",Violation,"[{""language"":""en"",""text"":""Use the approved QUDT unit for the selected observation property.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#observationUnit to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#observationUnit: http://qudt.org/vocab/unit/KiloM-PER-HR, http://qudt.org/vocab/unit/M-PER-SEC, http://qudt.org/vocab/unit/MIN, http://qudt.org/vocab/unit/NUM, http://qudt.org/vocab/unit/SEC, https://data.molit.go.kr/id/unit/vehicle-per-day, https://data.molit.go.kr/id/unit/vehicle-per-hour. Encode every https://data.molit.go.kr/def/molit-dcat-ap#observationUnit value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 observation module,MOLIT-OBS-001-P-OBSERVATIONUNIT-001,Executable local constraint in shacl/molit-observation.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#ObservationDatasetShape,shacl/molit-observation.ttl,shacl/molit-observation.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23ObservationDatasetShape:0009,POS-OBSERVATION-OBSERVATION-CATALOG,NEG-MUT-OBS-001-P-OBSERVATIONUNIT-001
MOLIT-OFFER-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""Offering metadata must have a Korean title.""},{""language"":""en"",""text"":""Offering metadata must have one registry-scoped identifier.""},{""language"":""en"",""text"":""Offering metadata must identify exactly one catalogued dataset.""},{""language"":""en"",""text"":""Offering metadata must state its last modification date.""},{""language"":""en"",""text"":""Use a candidate readiness status. This profile does not assert operational DSP approval.""}]","Correct these constrained path(s) on the target: http://purl.org/dc/terms/identifier, http://purl.org/dc/terms/modified, http://purl.org/dc/terms/title, https://data.molit.go.kr/def/molit-dcat-ap#describesOfferingDataset, https://data.molit.go.kr/def/molit-dcat-ap#offeringReadinessStatus; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape.",MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-DESCRIBESOFFERINGDATASET-001
MOLIT-OFFER-LINK-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""The described resource must be a catalogued DCAT dataset.""}]",Correct these constrained path(s) on the target: https://data.molit.go.kr/def/molit-dcat-ap#describesOfferingDataset; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#OfferingDatasetBacklinkShape.,MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-LINK-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#OfferingDatasetBacklinkShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23OfferingDatasetBacklinkShape,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-LINK-001-P-DESCRIBESOFFERINGDATASET-001
MOLIT-OFFER-001-P-IDENTIFIER-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",http://purl.org/dc/terms/identifier,MUST,1,1,"[""http://www.w3.org/2001/XMLSchema#string""]",[],Violation,"[{""language"":""en"",""text"":""Offering metadata must have one registry-scoped identifier.""}]","Set http://purl.org/dc/terms/identifier to between 1 and 1 value(s) on each target resource. Encode every http://purl.org/dc/terms/identifier value with the required class, datatype, or node kind: http://www.w3.org/2001/XMLSchema#string.",MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-001-P-IDENTIFIER-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape:0001,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-IDENTIFIER-001
MOLIT-OFFER-001-P-TITLE-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",http://purl.org/dc/terms/title,MUST,1,,"[""http://www.w3.org/ns/shacl#Literal""]",[],Violation,"[{""language"":""en"",""text"":""Offering metadata must have a Korean title.""}]","Add http://purl.org/dc/terms/title until each target resource has at least 1 value(s). Encode every http://purl.org/dc/terms/title value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#Literal.",MOLIT dataspace offering metadata policy 1.0.0-rc.1,Offering title: Korean text,오퍼링 후보를 국내 운영자가 식별할 수 있도록 한국어 제목을 한 개 요구한다. 이 제목이나 메타데이터 적합성만으로 전송 가능 상태를 주장하지 않는다.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape:0002,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-TITLE-001
MOLIT-OFFER-001-P-DESCRIBESOFFERINGDATASET-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",https://data.molit.go.kr/def/molit-dcat-ap#describesOfferingDataset,MUST,1,1,"[""http://www.w3.org/ns/dcat#Dataset"",""http://www.w3.org/ns/shacl#IRI""]",[],Violation,"[{""language"":""en"",""text"":""Offering metadata must identify exactly one catalogued dataset.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#describesOfferingDataset to between 1 and 1 value(s) on each target resource. Encode every https://data.molit.go.kr/def/molit-dcat-ap#describesOfferingDataset value with the required class, datatype, or node kind: http://www.w3.org/ns/dcat#Dataset, http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-001-P-DESCRIBESOFFERINGDATASET-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape:0003,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-DESCRIBESOFFERINGDATASET-001
MOLIT-OFFER-001-P-OFFERINGREADINESSSTATUS-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",https://data.molit.go.kr/def/molit-dcat-ap#offeringReadinessStatus,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]","[""https://data.molit.go.kr/id/concept/offering-readiness-status/drafting"",""https://data.molit.go.kr/id/concept/offering-readiness-status/metadata-conformant"",""https://data.molit.go.kr/id/concept/offering-readiness-status/qualification-pending""]",Violation,"[{""language"":""en"",""text"":""Use a candidate readiness status. This profile does not assert operational DSP approval.""}]","Set https://data.molit.go.kr/def/molit-dcat-ap#offeringReadinessStatus to between 1 and 1 value(s) on each target resource. Use only these allowed value(s) for https://data.molit.go.kr/def/molit-dcat-ap#offeringReadinessStatus: https://data.molit.go.kr/id/concept/offering-readiness-status/drafting, https://data.molit.go.kr/id/concept/offering-readiness-status/metadata-conformant, https://data.molit.go.kr/id/concept/offering-readiness-status/qualification-pending. Encode every https://data.molit.go.kr/def/molit-dcat-ap#offeringReadinessStatus value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-001-P-OFFERINGREADINESSSTATUS-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape:0004,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-OFFERINGREADINESSSTATUS-001
MOLIT-OFFER-001-P-MODIFIED-001,"[""dataspace-offering""]","[""https://data.molit.go.kr/def/molit-dcat-ap#DataspaceOfferingMetadata""]",http://purl.org/dc/terms/modified,MUST,1,1,[],[],Violation,"[{""language"":""en"",""text"":""Offering metadata must state its last modification date.""}]",Set http://purl.org/dc/terms/modified to between 1 and 1 value(s) on each target resource.,MOLIT DCAT-AP 1.0 offering module,MOLIT-OFFER-001-P-MODIFIED-001,Executable local constraint in shacl/molit-offering.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingMetadataShape,shacl/molit-offering.ttl,shacl/molit-offering.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingMetadataShape:0005,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-OFFER-001-P-MODIFIED-001
